committee_id,committee_name,candidate_id,candidate_name,candidate_office,candidate_district,candidate_state,beginning_image_number,calculated_candidate_share,communication_date,public_distribution_date,disbursement_date,disbursement_amount,purpose_description,report_year,file_number,amendment_indicator,receipt_date,payee_name,payee_state,sb_image_num,sub_id,link_id,sb_link_id,number_of_candidates,pdf_url
C30001150,AMERICA'S AGENDA: HEALTH CARE FOR KIDS INC,H8IN09032,"HILL, BARON P",H,09,IN,28039831934,460323.64,2008-09-12 00:00:00,2008-09-12 00:00:00,2008-09-12 00:00:00,10127120.00,,2008,,N,2008-09-13 00:00:00,ISSUE & IMAGE INC,VA,28039831938,1091620080000627363,1091520080000627237,1091620080000627381,22,https://docquery.fec.gov/cgi-bin/fecimg/?28039831938
C30001150,AMERICA'S AGENDA: HEALTH CARE FOR KIDS INC,H6FL16059,"MAHONEY, TIM",H,16,FL,28933547596,83363.00,2008-10-15 00:00:00,2008-10-15 00:00:00,2008-10-15 00:00:00,416815.00,MEDIA EXPENSES & AIRTIME FOR,2008,370728,N,2008-10-16 00:00:00,ISSUE & IMAGE INC.,VA,28933547598,4102820081099631942,4101620081027440330,4102820081099619183,5,https://docquery.fec.gov/cgi-bin/fecimg/?28933547598
C30001150,AMERICA'S AGENDA: HEALTH CARE FOR KIDS INC,H6FL16059,"MAHONEY, TIM",H,16,FL,28039831934,460323.64,2008-09-12 00:00:00,2008-09-12 00:00:00,2008-09-12 00:00:00,10127120.00,,2008,,N,2008-09-13 00:00:00,ISSUE & IMAGE INC,VA,28039831938,1091620080000627362,1091520080000627237,1091620080000627381,22,https://docquery.fec.gov/cgi-bin/fecimg/?28039831938
C30001101,US CHAMBER OF COMMERCE,H6FL16059,"MAHONEY, TIM",H,16,FL,28039850285,150000.00,2008-10-06 00:00:00,2008-10-06 00:00:00,2008-09-29 00:00:00,150000.00,,2008,,N,2008-10-07 00:00:00,SUTTER'S MILL,DC,28039850288,1091020100004597993,1100820080000630879,1100920080000631266,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039850288
C30000921,SUSAN B ANTHONY LIST INC,S8NM00168,"WILSON, HEATHER A",S,00,NM,28991364106,32840.00,2008-05-19 00:00:00,2008-05-19 00:00:00,2008-05-19 00:00:00,32840.00,TRUTH RADIO AD,2008,346935,N,2008-07-02 00:00:00,SRH MEDIA,MD,28991364109,4070220081091665262,4070220081027440285,4070220081091665259,1,https://docquery.fec.gov/cgi-bin/fecimg/?28991364109
C30000269,CLUB FOR GROWTH.NET,S8NM00168,"WILSON, HEATHER A",S,00,NM,28039741185,83970.00,2008-05-28 00:00:00,2008-05-28 00:00:00,2008-05-28 00:00:00,167940.00,,2008,,N,2008-05-29 00:00:00,RED SEA LLC,MD,28039741189,1060320080000612729,1053020080000612458,1060320080000612730,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039741189
C30000269,CLUB FOR GROWTH.NET,S8NM00168,"WILSON, HEATHER A",S,00,NM,28039723121,209987.00,2008-05-09 00:00:00,2008-05-09 00:00:00,2008-05-08 00:00:00,209987.00,,2008,,N,2008-05-09 00:00:00,RED SEA LLC,MD,28039723128,1091020100004596213,1051220080000607047,1051220080000607157,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039723128
C30000269,CLUB FOR GROWTH.NET,S8NM00168,"WILSON, HEATHER A",S,00,NM,28039733990,61382.00,2008-05-22 00:00:00,2008-05-22 00:00:00,2008-05-21 00:00:00,184146.00,,2008,,N,2008-05-23 00:00:00,RED SEA LLC,MD,28039733994,1052720080000611947,1052320080000609380,1052720080000609499,3,https://docquery.fec.gov/cgi-bin/fecimg/?28039733994
C30001101,US CHAMBER OF COMMERCE,S8NM00184,"UDALL, TOM",S,00,NM,28039830175,111610.00,2008-09-05 00:00:00,2008-09-05 00:00:00,2008-08-22 00:00:00,111610.00,,2008,,N,2008-09-08 00:00:00,JAMESTOWN ASSOCIATES,DC,28039830178,1091020100004597233,1090920080000625970,1091020080000626116,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039830178
C30001135,AMERICANS FOR JOB SECURITY,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28992926308,159220.00,,2008-10-21 00:00:00,2008-10-21 00:00:00,318440.00,PLACEMENT COSTS: SEEN THIS BEFORE,2008,376777,A,2008-10-23 00:00:00,CROSSROADS MEDIA,VA,28992926310,4102820081099631980,4102320081027440356,4102820081099630123,2,https://docquery.fec.gov/cgi-bin/fecimg/?28992926310
C30001143,AMERICAS MAJORITY,P80003338,"OBAMA, BARACK",P,00,US,28039830835,545.00,2008-09-10 00:00:00,2008-09-10 00:00:00,2008-08-21 00:00:00,545.00,,2008,,N,2008-09-10 00:00:00,KWSL-AM,IA,28039830841,1091020100004597373,1091020080000626265,1091120080000626750,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039830841
C30001101,US CHAMBER OF COMMERCE,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28039863900,604380.00,2008-10-17 00:00:00,2008-10-17 00:00:00,2008-10-15 00:00:00,604380.00,,2008,,N,2008-10-15 00:00:00,MENTZER MEDIA SERVICES,MD,28039863903,1091020100004598333,1101520080000632614,1101720080000633409,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039863903
C30001101,US CHAMBER OF COMMERCE,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28039863900,11390.00,2008-10-17 00:00:00,2008-10-17 00:00:00,2008-08-22 00:00:00,11390.00,,2008,,N,2008-10-15 00:00:00,"MCCARTHY, MARCUS, HENNINGS LTD",DC,28039863903,1091020100004598332,1101520080000632614,1101720080000633408,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039863903
C30000756,FREEDOM'S WATCH INC,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28039942203,411760.00,2008-09-25 00:00:00,2008-09-25 00:00:00,2008-09-23 00:00:00,411760.00,,2008,,A,2008-12-05 00:00:00,AMERICAN MEDIA AND ADVOCACY GROUP,VA,28039942207,1091020100004599726,1120820080000642503,1121120080000643300,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039942207
C30000756,FREEDOM'S WATCH INC,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28039851295,40136.00,2008-10-08 00:00:00,2008-10-08 00:00:00,2008-10-07 00:00:00,40136.00,,2008,,N,2008-10-08 00:00:00,ONMESSAGE INC,MD,28039851299,1091020100004598013,1100920080000631334,1101020080000631566,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039851299
C30000756,FREEDOM'S WATCH INC,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28039851295,439942.00,2008-10-08 00:00:00,2008-10-08 00:00:00,2008-10-07 00:00:00,439942.00,,2008,,N,2008-10-08 00:00:00,AMERICAN MEDIA AND ADVOCACY GROUP,VA,28039851299,1091020100004598012,1100920080000631334,1101020080000631565,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039851299
C30000756,FREEDOM'S WATCH INC,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28039913911,30521.00,2008-09-09 00:00:00,2008-09-09 00:00:00,2008-09-08 00:00:00,30521.00,,2008,,N,2008-11-06 00:00:00,ON MESSAGE INC,MD,28039913917,1091020100004599498,1110620080000638841,1111020080000639445,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039913917
C30000756,FREEDOM'S WATCH INC,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28039913911,335512.00,2008-09-09 00:00:00,2008-09-09 00:00:00,2008-09-08 00:00:00,335512.00,,2008,,N,2008-11-06 00:00:00,AMERICAN MEDIA & ADVOCACY GROUP,VA,28039913917,1091020100004599497,1110620080000638841,1111020080000639444,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039913917
C30000756,FREEDOM'S WATCH INC,S8OR00207,"MERKLEY, JEFFREY ALAN",S,00,OR,28039942203,38695.00,2008-09-25 00:00:00,2008-09-25 00:00:00,2008-09-24 00:00:00,38695.00,,2008,,A,2008-12-05 00:00:00,ONMESSAGE INC,MD,28039942207,1091020100004599727,1120820080000642503,1121120080000643301,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039942207
C30001101,US CHAMBER OF COMMERCE,H6PA10109,"CARNEY, CHRISTOPHER P",H,10,PA,10931368994,248500.00,2010-10-05 00:00:00,2010-10-05 00:00:00,2010-09-29 00:00:00,248500.00,'QUICK WORK' TV SPOT,2010,496501,N,2010-10-05 00:00:00,SMART MEDIA GROUP,VA,10931368996,4100720101130198780,4100620101130166036,4100720101130197817,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931368996
C30001101,US CHAMBER OF COMMERCE,H6PA10109,"CARNEY, CHRISTOPHER P",H,10,PA,10931624881,149865.00,2010-10-20 00:00:00,2010-10-20 00:00:00,2010-10-18 00:00:00,149865.00,'QUICK WORK' TV SPORT,2010,506888,N,2010-10-20 00:00:00,SMART MEDIA GROUP,VA,10931624883,4102120101130621042,4102020101130549068,4102120101130618407,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931624883
C30001721,WEST VIRGINIA CONSERVATIVE FOUNDATION INC.,H6WV04057,"RAHALL, NICK JOE II",H,03,WV,10931758562,100000.00,2010-10-22 00:00:00,2010-10-22 00:00:00,2010-10-18 00:00:00,100000.00,TV AD (GONE WITH THE GANG'),2010,510233,N,2010-10-22 00:00:00,TARGET ENTREPRISES LLC,CA,10931758565,4102520101130794672,4102220101130625865,4102520101130794427,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931758565
C30001721,WEST VIRGINIA CONSERVATIVE FOUNDATION INC.,H6WV04057,"RAHALL, NICK JOE II",H,03,WV,10931758562,8870.00,2010-10-22 00:00:00,2010-10-22 00:00:00,2010-10-22 00:00:00,8870.00,MEDIA PRODUCTION (GONE WITH THE GANG),2010,510233,N,2010-10-22 00:00:00,THE HERALD GROUP,DC,10931758564,4102520101130794670,4102220101130625865,4102520101130794425,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931758564
C30001721,WEST VIRGINIA CONSERVATIVE FOUNDATION INC.,H6WV04057,"RAHALL, NICK JOE II",H,03,WV,10931758562,120000.00,2010-10-22 00:00:00,2010-10-22 00:00:00,2010-10-21 00:00:00,120000.00,TV AD (GONE WITH THE GANG),2010,510233,N,2010-10-22 00:00:00,TARGET ENTERPRISES LLC,CA,10931758564,4102520101130794669,4102220101130625865,4102520101130794424,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931758564
C30001721,WEST VIRGINIA CONSERVATIVE FOUNDATION INC.,H6WV04057,"RAHALL, NICK JOE II",H,03,WV,10931758562,100000.00,2010-10-22 00:00:00,2010-10-22 00:00:00,2010-10-20 00:00:00,100000.00,TV AD ('GONE WITH THE GANG'),2010,510233,N,2010-10-22 00:00:00,TARGET ENTERPRISES LLC,CA,10931758565,4102520101130794671,4102220101130625865,4102520101130794426,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931758565
C30001721,WEST VIRGINIA CONSERVATIVE FOUNDATION INC.,H6WV04057,"RAHALL, NICK JOE II",H,03,WV,10991231457,7800.00,2010-10-01 00:00:00,2010-10-01 00:00:00,2010-09-29 00:00:00,7800.00,MEDIA PRODUCTION (STAND WITH WV),2010,495779,N,2010-10-01 00:00:00,THE HERALD GROUP,DC,10991231459,4100420101130149531,4100120101130130085,4100420101130147837,1,https://docquery.fec.gov/cgi-bin/fecimg/?10991231459
C30001721,WEST VIRGINIA CONSERVATIVE FOUNDATION INC.,H6WV04057,"RAHALL, NICK JOE II",H,03,WV,10931778138,17500.00,2010-10-31 00:00:00,2010-10-31 00:00:00,2010-10-30 00:00:00,17500.00,RADIO AD 'EPA WITHDRAWS PERMIT',2010,515143,N,2010-10-31 00:00:00,TARGET ENTERPRISES LLC,CA,10931778140,4110320101131120008,4110120101131009156,4110320101131119578,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931778140
C30001721,WEST VIRGINIA CONSERVATIVE FOUNDATION INC.,H6WV04057,"RAHALL, NICK JOE II",H,03,WV,10931698846,10975.00,2010-10-20 00:00:00,2010-10-20 00:00:00,2010-10-19 00:00:00,10975.00,RADIO AD 'EPA WITHDRAWS PERMIT',2010,507990,N,2010-10-20 00:00:00,METRO NEWS,WV,10931698848,4102820101130922217,4102120101130592310,4102820101130921121,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931698848
C30001721,WEST VIRGINIA CONSERVATIVE FOUNDATION INC.,H6WV04057,"RAHALL, NICK JOE II",H,03,WV,10991231457,220000.00,2010-10-01 00:00:00,2010-10-01 00:00:00,2010-09-29 00:00:00,220000.00,TV AD 'STAND WITH WV',2010,495779,N,2010-10-01 00:00:00,TARGET ENTERPRISES,CA,10991231459,4100420101130149530,4100120101130130085,4100420101130147836,1,https://docquery.fec.gov/cgi-bin/fecimg/?10991231459
C30001143,AMERICAS MAJORITY,P80003338,"OBAMA, BARACK",P,00,US,28039830835,698.00,2008-09-10 00:00:00,2008-09-10 00:00:00,2008-08-20 00:00:00,698.00,,2008,,N,2008-09-10 00:00:00,WCVG,KY,28039830840,1091020100004597371,1091020080000626265,1091120080000626744,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039830840
C30000673,FOCUS ON THE FAMILY ACTION,H8FL24026,"KOSMAS, SUZANNE",H,24,FL,28933991645,1980.00,2008-10-20 00:00:00,2008-10-20 00:00:00,2008-10-20 00:00:00,3960.00,RADIO AD - FLORIDA HOUSE RACE,2008,374134,N,2008-10-21 00:00:00,WTLN-AM,FL,28933991656,4091520141221626849,4102120081027440339,4091520141221623081,2,https://docquery.fec.gov/cgi-bin/fecimg/?28933991656
C30000673,FOCUS ON THE FAMILY ACTION,H8FL24026,"KOSMAS, SUZANNE",H,24,FL,28933991645,1980.00,2008-10-20 00:00:00,2008-10-20 00:00:00,2008-10-20 00:00:00,3960.00,RADIO AD - FLORIDA HOUSE RACE,2008,374134,N,2008-10-21 00:00:00,WORL-AM,FL,28933991655,4091520141221626847,4102120081027440339,4091520141221623080,2,https://docquery.fec.gov/cgi-bin/fecimg/?28933991655
C30000673,FOCUS ON THE FAMILY ACTION,H8FL24026,"KOSMAS, SUZANNE",H,24,FL,28933991645,990.00,2008-10-20 00:00:00,2008-10-20 00:00:00,2008-10-20 00:00:00,1980.00,RADIO AD - FLORIDA HOUSE RACE,2008,374134,N,2008-10-21 00:00:00,WHIM-AM,FL,28933991654,4091520141221626841,4102120081027440339,4091520141221623077,2,https://docquery.fec.gov/cgi-bin/fecimg/?28933991654
C30001150,AMERICA'S AGENDA: HEALTH CARE FOR KIDS INC,H4PA21051,"ENGLISH, PHILIP S.",H,03,PA,28039831934,293220.00,2008-09-12 00:00:00,2008-09-12 00:00:00,2008-09-12 00:00:00,1172880.00,,2008,,N,2008-09-13 00:00:00,NATIONAL MEDIA PUBLIC AFFAIRS LLC,VA,28039831937,1091620080000627356,1091520080000627237,1091620080000627358,4,https://docquery.fec.gov/cgi-bin/fecimg/?28039831937
C30001838,FAITH & FREEDOM COALITION,H0CA47067,"TRAN, VAN",H,47,CA,10931763831,9544.91,2010-10-25 00:00:00,2010-10-25 00:00:00,2010-10-25 00:00:00,209988.00,RADIO ADS US V THEM AND SOME GET IT,2010,511784,N,2010-10-26 00:00:00,ADVOCACY INK,VA,10931763833,4102820101130922235,4121020101132443888,4102820101130922093,22,https://docquery.fec.gov/cgi-bin/fecimg/?10931763833
C30001051,AMERICANS FOR PROSPERITY,H8CO04067,"MARKEY, BETSY",H,04,CO,10030400028,1250.00,2010-07-11 00:00:00,2010-07-29 00:00:00,2010-07-09 00:00:00,5000.00,,2010,-350767,N,2010-07-30 00:00:00,GRAHAM ADVERTISING,CO,10030400032,1080420100004483964,1080320100004478821,1080420100004483965,4,https://docquery.fec.gov/cgi-bin/fecimg/?10030400032
C30001051,AMERICANS FOR PROSPERITY,H8CO04067,"MARKEY, BETSY",H,04,CO,10030400028,1250.00,2010-07-11 00:00:00,2010-07-29 00:00:00,2010-07-09 00:00:00,5000.00,,2010,-350767,N,2010-07-30 00:00:00,GRAHAM ADVERTISING,CO,10030400032,1080420100004483959,1080320100004478821,1080420100004483965,4,https://docquery.fec.gov/cgi-bin/fecimg/?10030400032
C30001101,US CHAMBER OF COMMERCE,H8CO04067,"MARKEY, BETSY",H,04,CO,10931368439,250000.00,2010-10-05 00:00:00,2010-10-05 00:00:00,2010-09-29 00:00:00,250000.00,'ECONOMIC DISASTER' TV SPOT,2010,496420,N,2010-10-05 00:00:00,REVOLUTION MEDIA GROUP,DC,10931368441,4100720101130198767,4100620101130166023,4100720101130197804,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931368441
C30000798,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO",H8FL24026,"KOSMAS, SUZANNE",H,24,FL,10991059471,8923.17,2010-08-12 00:00:00,2010-08-12 00:00:00,2010-08-10 00:00:00,53539.00,RADIO AD JOBS,2010,487250,N,2010-08-13 00:00:00,THE CAMPAIGN GROUP INC.,PA,10991059473,4090220101129459189,4081320101128406126,4090220101129448888,6,https://docquery.fec.gov/cgi-bin/fecimg/?10991059473
C30001101,US CHAMBER OF COMMERCE,H8FL24026,"KOSMAS, SUZANNE",H,24,FL,10991242498,250000.00,2010-10-05 00:00:00,2010-10-05 00:00:00,2010-09-29 00:00:00,250000.00,FRIENDS - TV SPOT,2010,496455,N,2010-10-05 00:00:00,REVOLUTION MEDIA GROUP,DC,10991242500,4100720101130198770,4100620101130166026,4100720101130197807,1,https://docquery.fec.gov/cgi-bin/fecimg/?10991242500
C30001101,US CHAMBER OF COMMERCE,H8ID01090,"MINNICK, WALTER CLIFFORD",H,01,ID,10931374848,70617.00,2010-10-07 00:00:00,2010-10-07 00:00:00,2010-10-04 00:00:00,70617.00,'WORKING' TV SPOT,2010,496994,N,2010-10-07 00:00:00,ISSUE AND IMAGE ADVOCACY AND ADVERTISING,VA,10931374850,4101220101130234084,4100820101130199099,4101220101130230411,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931374850
C30001101,US CHAMBER OF COMMERCE,H8ID01090,"MINNICK, WALTER CLIFFORD",H,01,ID,10931377014,70617.00,2010-10-07 00:00:00,2010-10-07 00:00:00,2010-10-04 00:00:00,70617.00,'TRUST' TV SPOT,2010,497080,N,2010-10-07 00:00:00,ISSUE AND IMAGE ADVOCACY AND ADVERTISING,VA,10931377016,4101220101130234095,4100820101130199110,4101220101130231040,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931377016
C30001101,US CHAMBER OF COMMERCE,H8MN03085,"MADIA, JIGAR ASHWIN",H,03,MN,28039873323,50000.00,2008-10-17 00:00:00,2008-10-17 00:00:00,2008-09-29 00:00:00,50000.00,,2008,,N,2008-10-17 00:00:00,SCOTT HOWELL & COMPANY,TX,28039873325,1091020100004598630,1102020080000633823,1102220080000634679,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039873325
C30001838,FAITH & FREEDOM COALITION,H0GA02217,"KEOWN, MICHAEL (MIKE) HUEL",H,02,GA,10931763831,9544.91,2010-10-25 00:00:00,2010-10-25 00:00:00,2010-10-25 00:00:00,209988.00,RADIO ADS US V THEM AND SOME GET IT,2010,511784,N,2010-10-26 00:00:00,ADVOCACY INK,VA,10931763833,4102820101130922239,4121020101132443888,4102820101130922093,22,https://docquery.fec.gov/cgi-bin/fecimg/?10931763833
C30001747,CENTER FOR INDIVIDUAL FREEDOM,H0GA08032,"MARSHALL, JIM",H,08,GA,10931486846,100880.15,2010-10-14 00:00:00,2010-10-14 00:00:00,2010-10-12 00:00:00,100880.15,TELEVISION ISSUE AD ('MARSHALL JOBS') ME,2010,501381,N,2010-10-15 00:00:00,CROSSROADS MEDIA LLC,VA,10931486848,4101820101130429626,4101520101130368127,4101820101130425800,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931486848
C30001051,AMERICANS FOR PROSPERITY,H0GA08032,"MARSHALL, JIM",H,08,GA,10931766665,2500.00,2010-10-25 00:00:00,2010-10-25 00:00:00,2010-10-22 00:00:00,5000.00,PLACEMENT OF 'MARSHALL-BISHOP PELOSI SUP,2010,512425,N,2010-10-26 00:00:00,GEORGIA EAGLE MEDIA,GA,10931766668,4102820101130922261,4102720101130802527,4102820101130922098,2,https://docquery.fec.gov/cgi-bin/fecimg/?10931766668
C30001747,CENTER FOR INDIVIDUAL FREEDOM,H0GA08032,"MARSHALL, JIM",H,08,GA,10931486846,14700.00,2010-10-14 00:00:00,2010-10-14 00:00:00,2010-10-12 00:00:00,14700.00,TELEVISION ISSUE AD ('MARHSALL JOBS') PR,2010,501381,N,2010-10-15 00:00:00,MARSH COPSEY + ASSOCIATES INC.,DC,10931486848,4101820101130429627,4101520101130368127,4101820101130425801,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931486848
C30001101,US CHAMBER OF COMMERCE,H0GA08032,"MARSHALL, JIM",H,08,GA,10931374833,195015.00,2010-10-07 00:00:00,2010-10-07 00:00:00,2010-10-04 00:00:00,195015.00,'WORKING' - TV SPOT,2010,496988,N,2010-10-07 00:00:00,ISSUE AND IMAGE ADVOCACY AND ADVERTISING,VA,10931374835,4101220101130234079,4100820101130199094,4101220101130230406,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931374835
C30001101,US CHAMBER OF COMMERCE,H0GA08032,"MARSHALL, JIM",H,08,GA,10931376994,195015.00,2010-10-07 00:00:00,2010-10-07 00:00:00,2010-10-04 00:00:00,195015.00,'TRUST' TV SPOT,2010,497070,N,2010-10-07 00:00:00,ISSUE AND IMAGE ADVOCACY AND ADVERTISIN,VA,10931376996,4101220101130234089,4100820101130199104,4101220101130231034,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931376996
C30001051,AMERICANS FOR PROSPERITY,H0GA08032,"MARSHALL, JIM",H,08,GA,10931766665,75.00,2010-10-25 00:00:00,2010-10-25 00:00:00,2010-10-22 00:00:00,150.00,TALENT FOR 'MARHSALL-BISHOP PELOSI SUPPO,2010,512425,N,2010-10-26 00:00:00,MIKE STOUDT PRODUCTIONS INC.,GA,10931766667,4102820101130922259,4102720101130802527,4102820101130922097,2,https://docquery.fec.gov/cgi-bin/fecimg/?10931766667
C30001051,AMERICANS FOR PROSPERITY,H0GA08032,"MARSHALL, JIM",H,08,GA,10931766665,375.00,2010-10-25 00:00:00,2010-10-25 00:00:00,2010-10-22 00:00:00,750.00,PRODUCTION OF 'MARSHALL-BISHOP PELOSI SU,2010,512425,N,2010-10-26 00:00:00,"PERDIE, MATTHEW",PA,10931766667,4102820101130922257,4102720101130802527,4102820101130922096,2,https://docquery.fec.gov/cgi-bin/fecimg/?10931766667
C30001747,CENTER FOR INDIVIDUAL FREEDOM,H0GA08032,"MARSHALL, JIM",H,08,GA,10931761164,37034.55,2010-10-23 00:00:00,2010-10-23 00:00:00,2010-10-21 00:00:00,37034.55,TELEVISION ISSUE AD ('MARSHALL JOBS') ME,2010,511238,N,2010-10-24 00:00:00,CROSSRAODS MEDIA LLC,VA,10931761167,4102820101130922230,4102520101130696203,4102820101130922087,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931761167
C30001150,AMERICA'S AGENDA: HEALTH CARE FOR KIDS INC,H4CA11081,"MCNERNEY, JERRY",H,11,CA,28039831934,460323.64,2008-09-12 00:00:00,2008-09-12 00:00:00,2008-09-12 00:00:00,10127120.00,,2008,,N,2008-09-13 00:00:00,ISSUE & IMAGE INC,VA,28039831938,1091620080000627361,1091520080000627237,1091620080000627381,22,https://docquery.fec.gov/cgi-bin/fecimg/?28039831938
C30001101,US CHAMBER OF COMMERCE,H4CA11081,"MCNERNEY, JERRY",H,11,CA,28039830205,62177.00,2008-09-05 00:00:00,2008-09-05 00:00:00,2008-08-22 00:00:00,62177.00,,2008,,N,2008-09-08 00:00:00,DMM MEDIA,DC,28039830208,1091020100004597238,1090920080000625980,1091020080000626183,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039830208
C30001101,US CHAMBER OF COMMERCE,H4CA11081,"MCNERNEY, JERRY",H,11,CA,28039851961,25000.00,2008-10-06 00:00:00,2008-10-06 00:00:00,2008-09-29 00:00:00,50000.00,,2008,,A,2008-10-09 00:00:00,DESIGNATED MARKET MEDIA,DC,28039851964,1111220140016284190,1101020080000631541,1111220140016284170,2,https://docquery.fec.gov/cgi-bin/fecimg/?28039851964
C30001028,AMERICAN FUTURE FUND,H4CA11081,"MCNERNEY, JERRY",H,11,CA,28039911010,15000.00,2008-10-31 00:00:00,2008-10-31 00:00:00,2008-10-29 00:00:00,15000.00,,2008,,N,2008-10-31 00:00:00,MENTZER MEDIA,MD,28039911013,1091020100004599426,1110320080000637841,1110720080000639168,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039911013
C30001028,AMERICAN FUTURE FUND,H4CA11081,"MCNERNEY, JERRY",H,11,CA,28039911010,2000.00,2008-10-31 00:00:00,2008-10-31 00:00:00,2008-10-29 00:00:00,2000.00,,2008,,N,2008-10-31 00:00:00,MCCARTHY MARCUS HENNINGS,DC,28039911013,1091020100004599425,1110320080000637841,1110720080000639167,1,https://docquery.fec.gov/cgi-bin/fecimg/?28039911013
C30001531,AMERICAN PUBLIC POLICY COMMITTEE,H0IL11078,"MCALOON, DAVID",H,11,IL,10030232934,9998.00,2010-01-29 00:00:00,2010-01-29 00:00:00,2010-01-28 00:00:00,19996.00,,2010,-247656,N,2010-01-29 00:00:00,MULLEN & COMPANY,DC,10030232937,1021820100003891577,1020120100003858120,1021820100003891578,2,https://docquery.fec.gov/cgi-bin/fecimg/?10030232937
C30001051,AMERICANS FOR PROSPERITY,H8IL14067,"FOSTER, G. WILLIAM (BILL)",H,14,IL,10991226500,1000.00,2010-09-14 00:00:00,2010-09-24 00:00:00,2010-09-14 00:00:00,1000.00,PLACEMENT OF RADIO AD 'ST. CHARLES EVENT,2010,495159,N,2010-09-25 00:00:00,WYLL,IL,10991226503,4092720101130074610,4092720101130045836,4092720101130074144,1,https://docquery.fec.gov/cgi-bin/fecimg/?10991226503
C30001051,AMERICANS FOR PROSPERITY,H8IL14067,"FOSTER, G. WILLIAM (BILL)",H,14,IL,10931249380,2480.00,2010-09-10 00:00:00,2010-09-10 00:00:00,2010-09-09 00:00:00,2480.00,RADIO SPOT - 'AFP - ST. CHARLES 9-16',2010,492733,N,2010-09-10 00:00:00,WIND,IL,10931249382,4091420101129569992,4091320101129542386,4091420101129567984,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931249382
C30001101,US CHAMBER OF COMMERCE,H8IL14067,"FOSTER, G. WILLIAM (BILL)",H,14,IL,10931593206,99952.00,2010-10-18 00:00:00,2010-10-18 00:00:00,2010-10-15 00:00:00,99952.00,'LISTEN' RADIO SPOT,2010,506061,N,2010-10-20 00:00:00,REVOLUTION AGENCY,DC,10931593208,4102120101130621030,4102020101130549058,4102120101130617993,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931593208
C30001259,CITIZENS FOR STRENGTH AND SECURITY,H8IN09032,"HILL, BARON PAUL",H,09,IN,10931585074,4725.00,2010-10-18 00:00:00,2010-10-18 00:00:00,2010-10-15 00:00:00,4725.00,MEDIA PRODUCTION,2010,505368,N,2010-10-19 00:00:00,LUC MEDIA,GA,10931585079,4102020101130586088,4101920101130433306,4102020101130584712,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931585079
C30001259,CITIZENS FOR STRENGTH AND SECURITY,H8IN09032,"HILL, BARON PAUL",H,09,IN,10931585074,64750.00,2010-10-18 00:00:00,2010-10-18 00:00:00,2010-10-15 00:00:00,64750.00,MEDIA BUY: JOBS-IN,2010,505368,N,2010-10-19 00:00:00,LUC MEDIA,GA,10931585079,4102020101130586087,4101920101130433306,4102020101130584711,1,https://docquery.fec.gov/cgi-bin/fecimg/?10931585079
